KeyName,ID,Label_KR,Detail_KR,Option_KR,Label_EN,Detail_EN,Option_EN,Label_JP,Detail_JP,Option_JP,Label_SCC,Detail_SCC,Option_SCC
,5400,맑은 우물,모험가가 쉴 수 있는 우물입니다. 마시면 힘이 나서 좀 더 활동할 수 있어요. \모험가가 좀 더 멀리 갈 수 있도록 돕고 더 많은 마나를 얻게 하는 목적의 장치입니다만- 너무 많은 편의를 제공한다면 오히려 위험해질 수 있으니 신중하게 선택해야 합니다.,,Pure well,A well where adventurers can rest. \When you drink from it- you'll feel energized and be able to do more. \They're meant to help adventurers go farther and gain more mana- but they can be dangerous if they provide too much convenience.,,清らかな井戸,冒険者が休める井戸です。飲むと力が湧いてもう少し活動できます。\冒険者がもう少し遠くまで行けるよう助け、より多くのマナを得られるようにする目的の装置ですが、あまりに多くの便宜を提供すれば逆に危険になる可能性があるので、慎重に選択する必要があります。,,清澈的井,冒险者可以休息的井。喝了之后会恢复精力- 可以继续活动。\这是为了帮助冒险者走得更远- 获得更多魔力的装置- 但如果提供太多便利- 反而可能变得危险- 所以要谨慎选择。,
,,,,,,,,,,,,,
,5410,악마의 석상,불길한 기운이 느껴지는 석상입니다. \던전에 존재하는 것만으로 턴마다 위험도가 상승합니다. \되돌릴 수 없기 때문에 신중하게 결정해야 합니다.,,Devil statue,A statue emanating an ominous aura. \Its mere presence in the dungeon increases the danger level each turn. \As this cannot be undone- the decision must be made carefully.,,悪魔の像,不吉な気配を感じさせる石像です。\ダンジョンに存在するだけで- ターンごとに危険度が上昇します。\元に戻すことができないため- 慎重に決断する必要があります。,,恶魔雕像,散发不祥气息的雕像。\仅仅存在于地下城中- 每回合就会增加危险度。\由于无法撤销- 必须谨慎决定。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5500,상행 포탈,상행 포탈의 위치를 재지정합니다. \포탈은 층마다 한개만 존재할 수 있어요.,,Ascending portal,Repositions the Ascending portal. \There can only be one portal per floor.,,上行ポータル,上行ポータルの位置を再指定します。\ポータルはフロアごとに1つだけ存在することができます。,,上升传送门,重新指定上升传送门的位置。\每层只能存在一个传送门。,
,5501,하행 포탈,하행 포탈의 위치를 재지정합니다. \포탈은 층마다 한개만 존재할 수 있어요.,,Descending portal,Repositions the Descending portal. \There can only be one portal per floor.,,下行ポータル,下行ポータルの位置を再指定します。ポータルはフロアごとに1つだけ存在することができます。,,下降传送门,重新指定下降传送门的位置。每层只能存在一个传送门。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,5901,1x1,,,1x1,,,1x1,,,1x1,,
,5902,1x2,,,1x2,,,1x2,,,1x2,,
,5903,1x3,,,1x3,,,1x3,,,1x3,,
,5904,2x1,,,2x1,,,2x1,,,2x1,,
,5905,장애물,2 by 2 의 장애물을 설치합니다. \다른 효과는 없고 모험가들을 돌아가게 만드는 역할입니다.,,Obstacle,Installs a 2 by 2 obstacle. \It has no other effects- its role is to make adventurers go around it.,,障害物,2 x 2の障害物を設置します。\他の効果はなく- 冒険者たちを迂回させる役割です。,,障碍物,安装一个2 x 2的障碍物。\没有其他效果- 只是用来让冒险者绕路的。,
,5906,2x3,,,2x3,,,2x3,,,2x3,,
,5907,3x1,,,3x1,,,3x1,,,3x1,,
,5908,3x2,,,3x2,,,3x2,,,3x2,,
,5909,장애물,3 by 3 의 장애물을 설치합니다. \다른 효과는 없고 모험가들을 돌아가게 만드는 역할입니다.,,Obstacle,Installs a 3 by 3 obstacle. \It has no other effects- its role is to make adventurers go around it.,,障害物,3 x 3の障害物を設置します。\他の効果はなく- 冒険者たちを迂回させる役割です。,,障碍物,安装一个3 x 3的障碍物。\没有其他效果- 只是用来让冒险者绕路的。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
7000~7999 Technical,,,,,,,,,,,,,
,7001,허브 농장 Lv1,2일마다 활성화 된 모든 층에 약초를 자라나게 합니다. \가끔 좋은 약초가 나올때도 있어요!,,Herb Farm Lv1,Every 2 days- it supplies herbs to all activated floors. \Sometimes good herbs can appear!,,ハーブ農場 Lv1,2日ごとにアクティブな全ての階層に薬草を供給します。\たまに良い薬草が出ることもあります！,,草药农场 Lv1,每2天为所有激活的楼层供应草药。\有时会出现好草药！,
,7002,허브 농장 Lv2,2일마다 활성화 된 모든 층에 약초를 자라나게 합니다. \가끔 좋은 약초가 나올때도 있어요!,,Herb Farm Lv2,Every 2 days- it supplies herbs to all activated floors. \Sometimes good herbs can appear!,,ハーブ農場 Lv2,2日ごとにアクティブな全ての階層に薬草を供給します。\たまに良い薬草が出ることもあります！,,草药农场 Lv2,每2天为所有激活的楼层供应草药。\有时会出现好草药！,
,7003,허브 농장 Lv3,2일마다 활성화 된 모든 층에 약초를 자라나게 합니다. \가끔 좋은 약초가 나올때도 있어요!,,Herb Farm Lv3,Every 2 days- it supplies herbs to all activated floors. \Sometimes good herbs can appear!,,ハーブ農場 Lv3,2日ごとにアクティブな全ての階層に薬草を供給します。\たまに良い薬草が出ることもあります！,,草药农场 Lv3,每2天为所有激活的楼层供应草药。\有时会出现好草药！,
,,,,,,,,,,,,,
,7011,미네랄 코어 Lv1,3일마다 활성화 된 모든 층에 광물이 생성됩니다. \가끔 귀한 광물이 나올때도 있어요!,,Mineral Core Lv1,Every 3 days- minerals spawn on all active floors. \Sometimes the minerals are extremely valuable!,,ミネラルコア Lv1,3日ごとに活性化されたすべての層に鉱物が生成されます。\たまに貴重な鉱物が出ることもあります！,,矿物核心 Lv1,每3天在所有激活的楼层生成矿物。\有时会出现稀有矿物！,
,7012,미네랄 코어 Lv2,3일마다 활성화 된 모든 층에 광물이 생성됩니다. \가끔 귀한 광물이 나올때도 있어요!,,Mineral Core Lv2,Every 3 days- minerals spawn on all active floors. \Sometimes the minerals are extremely valuable!,,ミネラルコア Lv2,3日ごとに活性化されたすべての層に鉱物が生成されます。\たまに貴重な鉱物が出ることもあります！,,矿物核心 Lv2,每3天在所有激活的楼层生成矿物。\有时会出现稀有矿物！,
,7013,미네랄 코어 Lv3,3일마다 활성화 된 모든 층에 광물이 생성됩니다. \가끔 귀한 광물이 나올때도 있어요!,,Mineral Core Lv3,Every 3 days- minerals spawn on all active floors. \Sometimes the minerals are extremely valuable!,,ミネラルコア Lv3,3日ごとに活性化されたすべての層に鉱物が生成されます。\たまに貴重な鉱物が出ることもあります！,,矿物核心 Lv3,每3天在所有激活的楼层生成矿物。\有时会出现稀有矿物！,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,7100,기부함,던전 입구에 기부함을 설치합니다. 사실 말이 기부함이지 입장료를 받는거에요. \많은 인기있는 던전들이 입장료를 받지만 과연 우리 던전도 입장료를 내고서라도 들어올 만한 가치가 있을까요?,,Donation box,It installs a donation box at the Dungeon entrance. Actually- it's not a donation box- it's an entrance fee. \Many popular Dungeons charge an entrance fee- but will our Dungeon be worth paying to enter?,,募金箱,ダンジョン入口に募金箱を設置します。実際のところ募金箱と言っても入場料を取るんです。\多くの人気のあるダンジョンが入場料を取っていますが、果たして私たちのダンジョンも入場料を払ってまで入る価値があるでしょうか？,,捐款箱,在地下城入口设置捐款箱。实际上不是捐款箱- 而是收取入场费。\许多受欢迎的地下城都收取入场费- 但我们的地下城值得付费进入吗？,
,,,,,,,,,,,,,
,7110,감옥,모험가를 포로로 잡을 수 있는 감옥을 설치합니다. \쓰러트린 일부 모험가들에게서 교섭으로 골드를 뜯어낼 수 있을거에요.,,Prison,It installs a prison capable of capturing adventurers. \You can extort gold from some of the captured adventurers through negotiation.,,牢獄,冒険者を捕虜として捕らえられる牢獄を設置します。\倒した一部の冒険者たちから交渉でゴールドを巻き上げられそうです。,,监狱,设置可以捕获冒险者的监狱。\可以通过谈判从一些被击败的冒险者那里勒索金币。,
,,,,,,,,,,,,,
,7120,봉인결계,무언가를 봉인할 때 쓰는 결계입니다. \그런데 이걸 어디에 쓰죠?,,Barrier of Sealing,It's a Barrier of Sealing used to contain something. \But where should we use it?,,封印結界,何かを封印するときに使う結界です。\でも、これをどこに使うんですか？,,封印结界,用于封印某物的结界。\但这个要用在哪里呢？,
,7121,봉인결계,무언가를 봉인하고 있는 결계입니다. \봉인된 존재로 인해 매 턴 던전에 이로운 효과를 줍니다.,,Barrier of Sealing,A barrier sealing something away. \The sealed entity provides beneficial effects to the dungeon every turn.,,封印結界,何かを封印している結界です。\封印された存在により- 毎ターンダンジョンに有益な効果をもたらします。,,封印结界,正在封印某物的结界。\被封印的存在每回合为地下城带来有益效果。,
,,,,,,,,,,,,,
,7130,치료 시설,유닛을 보호하고 치료하는 시설입니다. \모든 유닛에게 HP 보너스를 주고 유닛의 부상회복 비용을 줄여줘요.,,Medical Facility,A facility for protecting and healing units. \It provides an HP bonus to all units and reduces the cost of recovering from injuries.,,治療施設,ユニットを保護し治療する施設です。\すべてのユニットにHPボーナスを与え- ユニットの負傷回復コストを減らします。,,"治疗设施 ",保护和治疗单位的设施。\为所有单位提供HP加成- 并降低单位的伤势恢复成本。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,7200,활력의 오브,매 턴 행동력이 1 늘어납니다. \역시 건강한게 제일이죠.,,Orb of Vitality,Your action points increase by 1 every turn. \Health is the most important- after all.,,活力のオーブ,毎ターン行動力が1増えます。\やはり健康が一番ですね。,,活力宝珠,每回合行动力增加1。\果然健康最重要。,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
